,URL,Description,Title
58,https://phoenix.craigslist.org/evl/gms/d/mesa-multi-family-moving-garage-sale/7442459600.html,"Lots of furniture, baby furniture and toys, baby clothing, tools, electronics, outdoor goods, odds and ends, Xbox, clothing, pool equipment, art and more!

Dining hutch
Dresser
Loft bed
Bar
Storage

8054 E. Obispo Ave
Mesa, AZ

ALL DAY SUNDAY!

All prices are negotiable!
   ",Multi-Family Moving/Garage Sale (Mesa)
59,https://phoenix.craigslist.org/evl/gms/d/mesa-garage-sale/7442467291.html,"Garage sale with a dollar table. One day only.
9-noon
   ",garage sale (Mesa)
60,https://phoenix.craigslist.org/wvl/gms/d/glendale-multi-family-garage-sale/7441930464.html,"26"" men's bike(Diamond Back)
Whirlpool Dish Washer
lawn mower (electric)
tools
furniture
clothes
cassette player
electronics
flat screen t.v.",multi-family garage sale (Glendale)
61,https://phoenix.craigslist.org/nph/gms/d/phoenix-crafters-dream/7442449894.html,"I cleared out 90% of my 300sqft craft room. This is a crafters dream, I'm moving on from my crafts and no longer need any of the supplies I have. 

Only a small percentage of the crafts are used lightly, many items are new in box or with tags.

Need an address?
Here is an address for a commercial building by our neighborhood:

2302 W Greenway Rd, Phoenix, AZ 85023


- Wreath bases
- Metal wreath frames
- Holiday picks
- Faux Floral stems Spring, Summer, Fall
- Faux Floral bouquet's Spring, Summer, Fall
- Halloween ribbons, picks, floral, home decor
- Fall garland, floral stems, home decor
- An obnoxious amount of Christmas crafts ribbons, garland, picks, plastic ornaments, home decor
- Glassware for bouquets and terrariums
- Vases
- Garland fall, holiday
- Baskets
- Mesh ribbons
- Fabric
- More not listed...

If you want something specific, feel free to ask. I will let you know if I have what you are looking for
   ",Crafters dream! (North Phoenix)
62,https://phoenix.craigslist.org/nph/gms/d/phoenix-yard-garage-sale/7442450555.html,"Large yard sale. Furniture, toys, kitchen, art, crafts, home decor, dishes, collectibles,",Yard / Garage sale (Central phoenix)
63,https://phoenix.craigslist.org/nph/gms/d/phoenix-estate-vintage-antique-yard-sale/7441489496.html,"Vintage household, sewing machines, antiques, mid-late century, 100+ avon pieces, 100+ tupperware pieces, old books, much more!",Estate/Vintage/Antique/Yard Sale (Biltmore Area)
64,https://phoenix.craigslist.org/wvl/gms/d/tonopah-garage-sale-sunday-only-1/7442427028.html,"31053 west earll. Buckeye,. Furniture, electronics, clothes, more added,. 7-1pm. Call or text if needed  show contact info
",Garage sale Sunday only 7-1 (Buckeye)
65,https://phoenix.craigslist.org/cph/gms/d/phoenix-yard-sale/7442440395.html,"Lots of clothes, shoes, and toys. Cheap womens clothes. Kids clothes 4pc/$1. South Phoenix, near 19th ave and Roeser. 2026 w Atlanta ave Phoenix Az 85041",Yard Sale (South Phoenix)
66,https://phoenix.craigslist.org/nph/gms/d/phoenix-mega-furniture-moving-sale-all/7440039032.html,"Moving Sale - Everything Must Go!

All furniture is in excellent/like new condition. Original owners, high quality furniture purchased from PotteryBarn, Restoration Hardware, IKEA, World Market etc. Included are also some genuine antiques (some 100+ years old!)

Prices negotiable if buying multiple items!

Tables, Coffee Tables, Desks and more:
Two Matching, Refinished Square Wood Endtables - $20 Each
Solid Wood Table/Writing Desk with Hutch - SOLD!!!
Square Dark Wood Endtable with Slide Out Shelf - $35
Solid Wood Coffee Table, Natural Finish, Two Drawers - $59
Drafting/Architect Table with 3-drawers - $79
White ShabbyChic Endtable - $30
Large, Low Handcrafted Wood Table (perfect for LEGO, etc.) - $75 
Long Wood Credenza Side-table - $20

Beds, Sofas, and Chairs:
Plush, Comfortable, Burgundy Arm Chair - $75
Set of 4 Large, Tall-backed, Beige, Faux-Suede Dining Chairs - $59
Luxury Electric Grey Plush Leather Reclining Sofa - $725
PotteryBarn White Metal ShabbyChic Canopy Bed (Full-Size) - $199

Bookshelves & Lamps
3-level Black Solid Wood Bookshelf with Drawer - $35
Small white 3-level Bookshelf - $10
Small black 3-level Bookshelf - $10
Two Wall-Mounted Shelves - $10 Each

Electronics:
Two matching IKEA lamps - $19 Each
Large Brass Floor Lamp with Lampshade - $29
Adjustable Table Lamp - $15
Two Small Matching Table Lamps - $10 Each
55-Inch 4K Ultra HD Smart Samsung TV (Value $2K+) - $699
Vizeo 5.1 Home Theater (2 speakers, soundbox, and soundbar) - $99

Appliances (in Perfect Working Order!)
White Refrigerator/Freezer Whirlpool Conquest - $50
White Microwave Whirlpoool - $45

Outdoor:
2-Person Outdoor Porch Swing with Metal Frame - $69
Folding Square Card Table with 4 metal chairs - $45
Small Auto Toolkit with case -  $10
Small Gardening Kit with case - $10

Antiques/Vintage
Antique Writing Desk & Chair - 100+ Years Old! - SOLD!!!
AMAZING 8' x 10' Hand-Tufted Persian PotteryBarn Tree of Life Rug - $475

Misc.
Wooden Shoe Rack - $10
Board Games (clue, yahtzee, cranium, etc.) - $10 Each

Most items are for sale individually on Craigslist, sold on first come basis. Please contact me with a rough list of the items you wish to see. I will reply to your message and text you the location of the moving sale :)",Mega Furniture/Moving Sale: All Items High-Quality Like-New Condition! (Phoenix)
67,https://phoenix.craigslist.org/nph/gms/d/phoenix-big-sale/7442014656.html,Huge sale 601 e muriel Dr tools toys antiques,Big sale
68,https://phoenix.craigslist.org/wvl/gms/d/glendale-lift-holds-up-350-pnds/7442115540.html,"Excellent condition move from bed too wheelchair if interested call or text 
show contact info
 Kenny
   ",Lift holds up 350 pnds (Glendale)
69,https://phoenix.craigslist.org/wvl/gms/d/youngtown-small-yard-sale-youngtown/7442338055.html,"Small sale.

Swivel top TV stand, Lots of smaller stuff like candle holders(in box), extra large heating/cooling pad(brand new in box), shoes/cleats, power washers, movie posters, Starting Lineups sports figures, computer chair etc. No video games.

Look forward to seeing everyone! Thanks!
   ",Small Yard Sale - Youngtown - Saturday 11am-4pm (Youngtown)
70,https://phoenix.craigslist.org/nph/gms/d/phoenix-yard-sale-sunday-6/7442347336.html,"Yard Sale Sunday 2/6 
8:00-1:00
36932 N. 7th Avenue
Phoenix, 85086

Tools, ladders, household, decor, clothing, purses, beds, furniture, garage lights, shop vac, mirrors
   ","Yard Sale Sunday 2/6 (36932 N. 7th Avenue,  Phoenix)"
71,https://phoenix.craigslist.org/cph/gms/d/phoenix-yard-sale/7441947690.html,"Older Singer sewing machine with cabinet. Works well. 50. Antique wood waterfall vanity project piece 20. Antique wooden chair for vanity 20. Older model Karaoke machine with mike 15.  Two new regular box speakers 15. Older style folding card table 20. Small round wood table with folding sides 30.  Wood end table with glass top 20. Two new large Burgundy suitcases 45 ea. Various mirrors 2.50 to 8.00. Metal shelves 24""×48""×72"" 25.  New 5 gal. Paint buckets 20. New 1 gal. Paint cans 2.50. 2 nice office chairs 10. ea. Electric skillets 15. Ea. Slow cooker 15.  Misc. items. 25 cents to 2.00. Two gold color glass lamps 35. the set. Two clear cut crystal lamps 40 set. Two nice lampshades 5. for both. More pictures tomorrow, Sunday morning when all will be out.  NO EARLY BIRDS please.",Yard Sale! (Las Vegas)
72,https://phoenix.craigslist.org/cph/gms/d/phoenix-records-stereo-weird-books/7441073043.html,"!!!SUNDAY FEBRUARY 6TH!!!         1301 E ALICE AVE 85020
                                                                         !!!8AM-NOON!!! 
i can't help myself folks! i gotta problem! i can't pass up something cool and i spend a lot of my time hitting thrift stores!                                
                                                      !!!LOCALLY SOURCED COOL JUNK!!!
RECORDS, GUITAR AMPS, STEREO CRAP, WEIRD AND COOL BOOKS, JOKES, ZILDJIAN A'S, CLOTHING,            GUITARS, ""ART"", USELESS INFO! THE LIST GOES ON!!!

it's as ""organic"" as it comes and it's coming YOUR WAY (if you want it) AND WE KNOW YOU DO!!! don't play it coy boys, we got the GOODS AND THE BADS!!! THOSE WHO KNOW will undoubtedly show (up) as i have been doing these sales yearly for many a cycle around the sun! don't be left in the cold, left behind or left out to dry! one day and one day only!
                                        SOMETHING FOR EVERYONE WHO IS PAYING CASH!!!

                 no playin' is what i'm sayin' and all that zelle/paypal/venmo jive is for turkeys so bring a stack jack!",RECORDS! STEREO! WEIRD BOOKS! GUITAR AMPS! DRUM GEAR! VINTAGE! (sunnyslope)
73,https://phoenix.craigslist.org/cph/gms/d/phoenix-there-can-be-only-one/7439874140.html,"COMING TO YOU SUNDAY FEB. 6!!! 8-12!!! CASH ONLY!!! 1301 E ALICE AVE 85020

look, everyone knows sundays suck for yard sales, all these goofballs who think you wanna look through their stuff after its been gone through friday and saturday? gimme a break! thats why i'm offering this SUNDAY ONLY experience! SUNDAY FEB 6, 8-12 so you can party a little the night before in ANTICIPATION of the excitement! a sunday only yard sale tailored to YOUR WANTS (if your wants include) RECORD ALBUMS!! GUITARS!! VINTAGE GUITAR AMPS!! COOL JUNK!! VINTAGE STEREO STUFF!!! BOOKS!! CLOTHING!! SOME DRUM STUFF AS WELL & EVERYONES FAVORITE...MISC!!!! 

look i do these sales once a year and they are always THE PLACE TO BE ON A SUNDAY if you like the same kinda junk i do 

NO VENMO, NO PAYPAL, NO ZELLE! I DONT NEED THE MAN TRACKING EVERYTHING I DO! THANKS! 

more ads to come with ACTUAL PICS OF STUFF!

i'll post the address the night before or in the morning before the sale, i don't need no help putting stuff out (i'm looking at YOU earlybird) and i don't like creeps knocking on my door the night before

THANK YOU!!!!",THERE CAN BE ONLY ONE! (sunnyslope)
74,https://phoenix.craigslist.org/cph/gms/d/phoenix-you-looking-for-good-sale-does/7442059294.html,"1301 E ALICE AVE 85020

GUITAR AMPS, WEIRD AND COOL BOOKS, OLD MAGAZINES, RECORDS, STEREO JUNK! WE GOT IT ALL! 

LOOK, this ain't your neighbors yard sale with his OLD SOCKS and CORNINGWARE! we got the junk you WANT but DON'T NEED! (and we all know that's the best junk!) hit the BANK today so you got the CASH tomorrow! some people say we aren't promised tomorrow, BUT I PROMISE tomorrow will be the best yard sale all weekend! do you wanna look through the LEFTOVERS of those other sales? NO WAY! you're special! let the rest of the NORMS rifle through friday and saturdays orphaned CRAP while you peer into the vastness of a sunday only SUPER SALE! get to IT! get WITH IT! GET DOWN HERE! 

SUNDAY FEB 6! 8-NOON! CASH ONLY! NO HELP NEEDED! NO EARLY BIRDS PLEASE!
   ",you looking for a good sale? does vintage or weird float your boat? (sunnyslope)
75,https://phoenix.craigslist.org/nph/gms/d/phoenix-glass-tv-table35-lugchevy/7434046266.html,glass TV table $35 4 six lug Wheels with Goodyear Tires spin balanced ready for use $150. good price give me an email if interested on any of these two pieces,glass TV table$35 /6 lugChevy wheels with265/70R 16 $150. (North Phoenix)
76,https://phoenix.craigslist.org/evl/gms/d/fountain-hills-yard-sale-sunday/7442408190.html,"Lots of stuff for sale! Everything must go!
Make an offer!!!
Take Shea to Fountain Hills Blvd then first left on Pinto Drive. Sale is first house on left. 
OPENS AT 9:00AM - no sooner please
   ",Yard sale SUNDAY 2-6-22 (Fountain Hills)
77,https://phoenix.craigslist.org/evl/gms/d/mesa-trailer-hitch-honda-cr-12500/7436313124.html,"Brand new class III trailer hitch fits Honda CR-V 2012-2016. Bolts on, No welding required. All bolts and hardware, including mounting instructions are included.
I ordered the wrong hitch for my 2011 CR-V. Selling for $75.00 less than I paid for it. My mistake benefits the buyer. Return shipping was too expensive, so I'll take a loss so somebody else can put it to good use. Never mind the yard sale dates, this ad will stay posted until sold.
Cash Only. $125.00 or make offer.",Trailer Hitch 2012-2016 Honda CR-V $125.00 (Mesa)
78,https://phoenix.craigslist.org/cph/gms/d/phoenix-huge-saletons-of/7442415154.html,"Downsizing. General construction tools many barely used some been sitting for years. Ar parts, LEFT HANDED 1911 HOLSTERS FROM DARAHOLSTERS.COM (OWB) CUSTOM MADE FOR LAW INFORCEMENT WITH AND WITHOUT CUT FOR RED DOT, BUILD SHEET FOR EACH CUSTOM HOLSTER AND CARBON FIBER KYDEX, Camping stuff, kids bikes, Dewalt miter saw w/stand, Dewalt 10"" wet saw, kids toys, crackpot, household appliances, 2- P235/75r15 tires with 98% tread, loose sockets, wrenches, screw drivers.... come see for yourself.

ALSO 1997 JEEPGRAND CHEROKEE PROJECT. LIFTED MUD TERAIN TIRES, RANCHO RS9000 SHOCKS, COLD AIR INTAKE, BORLA EXHAUST, THROTTLE BODY SPACER, 4.0L INLINE 6, EVERYTHING THERE JUST NEEDS TO BE PUT BACK TOGETHER.
   ",**HUGE SALE**TONS OF TOOLS**CAMPING**TOYS**KIDS**GUN ACCESSORIES ** (12th street and Northern)
79,https://phoenix.craigslist.org/evl/gms/d/san-tan-valley-lot-of-great-things-all/7438010944.html,"Not garage sale. Text if you want it all. All for $200 or best offer Treasures all for one price.
 If you need a ton of stuff to sell. Here it is! LampS, spinning flowers. Vases. Pictures. Tools. Lamps. Ginny sweet shop Vintage. Texturize for paint. Scare the birds owl and hawk. Etc etc. see photos. Some items are in more than one photo.
   ",Lot of great things all for one price (San Tan Valley)
80,https://phoenix.craigslist.org/cph/gms/d/phoenix-acre-yard-sale-these-are-some/7433302591.html,"55gal. barrels $10.00ea..
Antique well water pump $250.00.
30 gal. air tank for sale $25.00.
25 gal. air tank for sale $20.00.
15ft. aluminum ladder $25.00.
Tractor seats and mounting brackets $80.00 for the pair.
55gal. barrels $10.00ea.
Antique well water pump $250.00.
30 gal. air tank for sale $25.00.
25 gal. air tank for sale $20.00.
15ft. aluminum ladder $25.00.
Tractor seats and mounting brackets $80.00 for the pair.
Call to see the yard sale 1acre yard.",1 acre yard sale these are some of the things (South Phoenix)
81,https://phoenix.craigslist.org/evl/gms/d/mesa-storage-unit-auction-030/7440526166.html,"Online Storage Auction
www.lockerfox.com
2/2/22 thru 2/9/22
RightSpace Storage-Mesa
Unit #030
Owned by Michael Boblit",Storage Unit Auction #030
82,https://phoenix.craigslist.org/evl/gms/d/mesa-storage-unit-auction-124/7440528009.html,"Online Storage Auction
www.lockerfox.com
2/2/22 thru 2/9/22
RightSpace Storage-Mesa
Unit #124
Owned by Austin McKenzie",Storage Unit Auction #124
83,https://phoenix.craigslist.org/evl/gms/d/mesa-storage-unit-auction-151/7440529125.html,"Online Storage Auction
www.lockerfox.com
2/2/22 thru 2/9/22
RightSpace Storage-Mesa
Unit # 151
Owned by Amanda Buck",Storage Unit Auction #151
84,https://phoenix.craigslist.org/evl/gms/d/mesa-storage-unit-auction-193/7440530259.html,"Online Storage Auction
www.lockerfox.com
2/2/22 thru 2/9/22
RightSpace Storage-Mesa
Unit # 193
Owned by Roberta Peterson",Storage Unit Auction #193
85,https://phoenix.craigslist.org/evl/gms/d/mesa-storage-unit-auction-324/7440851394.html,"Online Storage Auction
www.lockerfox.com
2/2/22 thru 2/9/22
RightSpace Storage-Mesa
Unit #324
Owned by Aimee Cravat",Storage Unit Auction #324
86,https://phoenix.craigslist.org/evl/gms/d/mesa-storage-unit-auction-442/7440957345.html,"Online Storage Auction
www.lockerfox.com
2/2/22 thru 2/9/22
RightSpace Storage-Mesa
Unit #442
Owned by Mary Summers",Storage Unit Auction #442
87,https://phoenix.craigslist.org/evl/gms/d/mesa-storage-unit-auction-400/7440956349.html,"Online Storage Auction
www.lockerfox.com
2/2/22 thru 2/9/22
RightSpace Storage-Mesa
Unit #400
Owned by Lawrence Davidson",Storage Unit Auction #400
88,https://phoenix.craigslist.org/wvl/gms/d/surprise-single-car-garage-door/7441429504.html,Single car garage door. In new condition no damage.  7x8 wide. Comes with all hardware to re-install. Always used as manual garage door. $385.00,Single car garage door (Surprise)
89,https://phoenix.craigslist.org/nph/gms/d/phoenix-storage-auction/7440574141.html,"Lockerfox.com - to close 2/9/22

Diana Lopez 6106
Eric Miranda 7113
Joaquin Alejandre 7235
Collins Nwaka 7197
Duane Owen 8154",Storage Auction (phoenix 91st & McDowell)
90,https://phoenix.craigslist.org/evl/gms/d/mesa-online-auction-notice-unit-f069/7438447772.html,Online Auction on Lockerfox Unit # F069 Melinda Gritt,Online Auction Notice Unit F069
91,https://phoenix.craigslist.org/evl/gms/d/mesa-online-auction-notice-unit-b033/7438448964.html,Online Auction on lockerfox.com  Unit # B033 Terry Barlow,Online Auction Notice Unit B033
92,https://phoenix.craigslist.org/evl/gms/d/mesa-storage-unit-auction-c060/7439907175.html,"shoes, boxes, patio furniture, mattress, box spring, table, TV, suitcase, yoga mats.",Storage Unit Auction C060 (Mesa)
93,https://phoenix.craigslist.org/evl/gms/d/mesa-storage-unit-auction-c005/7439906095.html,"totes, boxes, bags, board games, chair, wood crates",Storage Unit Auction C005 (Mesa)
94,https://phoenix.craigslist.org/evl/gms/d/mesa-storage-unit-b023/7439903860.html,"Laundry Hmaper, 2 tires, tote",Storage Unit B023 (MESA)
95,https://phoenix.craigslist.org/evl/gms/d/mesa-storage-unit-auction-c079/7439905135.html,"cooler, printer, vacuum, microwave, office chair, boxes, table, clothes, shoes, desk, nightstand.",Storage Unit Auction C079 (MESA)
96,https://phoenix.craigslist.org/evl/gms/d/mesa-storage-unit-auction-c108/7439908222.html,"milk crates, backpack, coats, hangers. luggage, yoga mats, shoes, purse, games.",Storage Unit Auction C108 (Mesa)
97,https://phoenix.craigslist.org/evl/gms/d/mesa-storage-unit-b011/7439902937.html,"boxes, clothes, small fridge, clock hats skateboard, purses, totes,tool box, shoes.",Storage Unit B011 (MESA)
98,https://phoenix.craigslist.org/evl/gms/d/mesa-storage-unit-f019/7439901058.html,"boxes bootsclothes, sofa wheel chairbed frame",Storage Unit F019 (MESA)
99,https://phoenix.craigslist.org/nph/gms/d/phoenix-storage-auction/7440448104.html,"Unit Number: 259
Description, photos, and bidding are all processed on:
https://www.lockerfox.com/auctions/list

RightSpace Storage
4200 N Black Canyon Hwy
Phoenix, AZ 85017",Storage Auction (Phoenix)
100,https://phoenix.craigslist.org/evl/gms/d/mesa-online-auction-notice-unit-352/7440795577.html,"Auction Site: www.Lockerfox.com
Auction Begins: February 2, 2022 at 10:00am
Auction Ends: February 9, 2022 at 10:00am
Unit: 352
Tenant: Ruben Guzman
Site Address: 1460 W. Broadway Rd. Mesa 85202
   ",Online Auction Notice Unit 352 (Mesa)
101,https://phoenix.craigslist.org/evl/gms/d/mesa-online-auction-notice-unit-618/7440797483.html,"Auction Site: www.Lockerfox.com
Auction Begins: February 2, 2022 at 10:00am
Auction Ends: February 9, 2022 at 10:00am
Unit: 618
Tenant: Kenya Rios
Site Address: 1460 W. Broadway Rd. Mesa 85202
   ",Online Auction Notice Unit 618 (Mesa)
102,https://phoenix.craigslist.org/evl/gms/d/mesa-online-auction-notice-unit-585/7440796516.html,"Auction Site: www.Lockerfox.com
Auction Begins: February 2, 2022 at 10:00am
Auction Ends: February 9, 2022 at 10:00am
Unit: 585
Tenant: Mauricio Robles
Site Address: 1460 W. Broadway Rd. Mesa 85202
   ",Online Auction Notice Unit 585 (Mesa)
103,https://phoenix.craigslist.org/evl/gms/d/mesa-online-auction-notice-unit-188/7440798375.html,"Auction Site: www.Lockerfox.com
Auction Begins: February 2, 2022 at 10:00am
Auction Ends: February 9, 2022 at 10:00am
Unit: 188
Tenant: Michael Moreno
Site Address: 1460 W. Broadway Rd. Mesa 85202
   ",Online Auction Notice Unit 188 (Mesa)
104,https://phoenix.craigslist.org/evl/gms/d/mesa-online-auction-notice-unit-037/7440799230.html,"Auction Site: www.Lockerfox.com
Auction Begins: February 2, 2022 at 10:00am
Auction Ends: February 9, 2022 at 10:00am
Unit: 037
Tenant: Darwin Hurt
Site Address: 1460 W. Broadway Rd. Mesa 85202
   ",Online Auction Notice Unit 037 (Mesa)
105,https://phoenix.craigslist.org/cph/gms/d/tempe-everything-must-go/7441455907.html,"Everything must go. Furniture, kitchen ware, electronics,  dolls,  vintage clothing (never worn) ect... oh we even have a baby Grand piano. Let's just just say if you are thinking about something,  we probably have it. 4000 sq ft home. Hoarder and of course a abbot collector and collection. Barry kari  show contact info
show contact info
",Everything must go (Tempe)
106,https://phoenix.craigslist.org/wvl/gms/d/peoria-storage-auction/7440539615.html,"Storage unit Barry Meakings A103 to be sold at auction 2/9/2022 on www.Lockerfox.com.

RightSpace Storage
8580 N 91st Ave. 
Peoria AZ 85345
   ",Storage Auction (Peoria)
107,https://phoenix.craigslist.org/wvl/gms/d/peoria-storage-auction/7440541285.html,"Storage unit Monica Martinez Unit C 309 to be sold at auction 2/9/2022 on www.Lockerfox.com.

RightSpace Storage
8580 N 91st Ave.
Peoria AZ 85345
   ",Storage Auction (Peoria)
108,https://phoenix.craigslist.org/wvl/gms/d/peoria-storage-auction/7440542023.html,"Storage unit Lashunta Cain C201 to be sold at auction 2/9/2022 on www.Lockerfox.com.

RightSpace Storage
8580 N 91st Ave.
Peoria AZ 85345
   ",Storage Auction (Peoria)
